"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match"
"1966","20100315154438-622792601.585388","Yes",26871,"Fabales","Fabaceae","Pithecellobium","dulce",NA,"Pithecellobium dulce","species","(Roxb.) Benth.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","‘opiuma","PITDUL","Tree","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",26871,"PUHO","‘opiuma","Tree","Non-Native","nat",NA,NA,NA,NA,"Pithecellobium dulce","(Roxb.) Benth.","D35FC101-998C-450A-AEAD-D9320445357A","Pithecellobium dulce","(Roxb.) Benth.","Accepted","D35FC101-998C-450A-AEAD-D9320445357A","Accepted","1003508-2","54905121-DD6B-49C0-A1DB-F273383A3994","Pithecellobium dulce","(Roxb.) Benth.","London J. Bot. 3: 199 (1844)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Pithecellobium","NULL","dulce","NULL","NULL","Least Concern","NULL","‘opiuma [opiuma], Manila tamarind","Yes"
"1967","20100315154438-623796820.640564","Yes",24833,"Rosales","Rosaceae","Rosa","multiflora",NA,"Rosa multiflora","species",NA,NA,NA,NA,"multiflora rose","ROSMUL","Shrub","Perennial",FALSE,FALSE,NA,NA,NA,24833,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Rosa multiflora","","4C68DA10-81F6-4ED7-8594-7727C64591F1","Rosa multiflora","Thunb.","Accepted","4C68DA10-81F6-4ED7-8594-7727C64591F1","Accepted","927374-1","E89C3DF9-EA99-4035-9EFB-4144193C1503","Rosa multiflora","Thunb.","J.A.Murray, Syst. Veg. ed. 14: 474 (1784)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Rosales","Rosaceae","Rosa","NULL","multiflora","NULL","NULL","NULL","NULL","NULL","Yes"
"1968","20100315154438-623915553.092957","Yes",196174,"Lamiales","Lamiaceae","Phyllostegia","stachyoides",NA,"Phyllostegia stachyoides","species","A.Gray",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Wagner 1999","Maui phyllostegia","PHYSTA","Subshrub","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t",196174,"HAVO",NA,NA,"Native","end",NA,NA,NA,NA,"Phyllostegia stachyoides","A.Gray","B8212DD5-1C88-4FA6-B334-81C629CE7635","Phyllostegia stachyoides","A.Gray","Accepted","B8212DD5-1C88-4FA6-B334-81C629CE7635","Accepted","454160-1","CFAD4324-77C5-4246-8B5C-85102D400DB0","Phyllostegia stachyoides","A.Gray","Proc. Amer. Acad. Arts 5: 344 (1862)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Lamiaceae","Phyllostegia","NULL","stachyoides","NULL","Endangered","NULL","NULL","NULL","Yes"
"1969","20100315154438-623915553.092957","Yes",196174,"Lamiales","Lamiaceae","Phyllostegia","stachyoides",NA,"Phyllostegia stachyoides","species","A.Gray",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Wagner 1999","Maui phyllostegia","PHYSTA","Subshrub","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t",196174,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Phyllostegia stachyoides","A.Gray","B8212DD5-1C88-4FA6-B334-81C629CE7635","Phyllostegia stachyoides","A.Gray","Accepted","B8212DD5-1C88-4FA6-B334-81C629CE7635","Accepted","454160-1","CFAD4324-77C5-4246-8B5C-85102D400DB0","Phyllostegia stachyoides","A.Gray","Proc. Amer. Acad. Arts 5: 344 (1862)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Lamiaceae","Phyllostegia","NULL","stachyoides","NULL","Endangered","NULL","NULL","NULL","Yes"
"1970","20100315154438-625003695.487976","Yes",784976,"Cyperales","Poaceae","Sporobolus","diandrus",NA,"Sporobolus diandrus","species","(Retz.) P. Beauv.","Sporobolus diander (Retz.) P. Beauv.","ITIS","Lorence & Flynn, 1997","Indian dropseed","SPODIA","Grass","Perennial",FALSE,FALSE,2018-02-09 12:56:39,"Kelly Kozar","Updated authority source and citation data.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.",784976,"KAHO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Sporobolus diandrus","(Retz.) P. Beauv.","3FA67089-8490-4D37-A32D-54241EBC2D0C","Sporobolus diandrus","(Retz.) P.Beauv.","Accepted","3FA67089-8490-4D37-A32D-54241EBC2D0C","Accepted","128843-3","6912FDA0-7BC7-4726-99AD-0A517BD21543","Sporobolus diandrus","(Retz.) P.Beauv.","Ess. Agrostogr.: 26 (1812)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Sporobolus","NULL","diandrus","NULL","NULL","NULL","NULL","Indian dropseed","Yes"
"1971","20100315154438-625003695.487976","Yes",784976,"Cyperales","Poaceae","Sporobolus","diandrus",NA,"Sporobolus diandrus","species","(Retz.) P. Beauv.","Sporobolus diander (Retz.) P. Beauv.","ITIS","Lorence & Flynn, 1997","Indian dropseed","SPODIA","Grass","Perennial",FALSE,FALSE,2018-02-09 12:56:39,"Kelly Kozar","Updated authority source and citation data.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.",784976,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Sporobolus diandrus","(Retz.) P. Beauv.","3FA67089-8490-4D37-A32D-54241EBC2D0C","Sporobolus diandrus","(Retz.) P.Beauv.","Accepted","3FA67089-8490-4D37-A32D-54241EBC2D0C","Accepted","128843-3","6912FDA0-7BC7-4726-99AD-0A517BD21543","Sporobolus diandrus","(Retz.) P.Beauv.","Ess. Agrostogr.: 26 (1812)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Sporobolus","NULL","diandrus","NULL","NULL","NULL","NULL","Indian dropseed","Yes"
"1972","20100315154438-625003695.487976","Yes",784976,"Cyperales","Poaceae","Sporobolus","diandrus",NA,"Sporobolus diandrus","species","(Retz.) P. Beauv.","Sporobolus diander (Retz.) P. Beauv.","ITIS","Lorence & Flynn, 1997","Indian dropseed","SPODIA","Grass","Perennial",FALSE,FALSE,2018-02-09 12:56:39,"Kelly Kozar","Updated authority source and citation data.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.",784976,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Sporobolus diandrus","(Retz.) P. Beauv.","3FA67089-8490-4D37-A32D-54241EBC2D0C","Sporobolus diandrus","(Retz.) P.Beauv.","Accepted","3FA67089-8490-4D37-A32D-54241EBC2D0C","Accepted","128843-3","6912FDA0-7BC7-4726-99AD-0A517BD21543","Sporobolus diandrus","(Retz.) P.Beauv.","Ess. Agrostogr.: 26 (1812)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Sporobolus","NULL","diandrus","NULL","NULL","NULL","NULL","Indian dropseed","Yes"
"1973","20100315154438-625003695.487976","Yes",784976,"Cyperales","Poaceae","Sporobolus","diandrus",NA,"Sporobolus diandrus","species","(Retz.) P. Beauv.","Sporobolus diander (Retz.) P. Beauv.","ITIS","Lorence & Flynn, 1997","Indian dropseed","SPODIA","Grass","Perennial",FALSE,FALSE,2018-02-09 12:56:39,"Kelly Kozar","Updated authority source and citation data.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.",784976,"PUHO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Sporobolus diandrus","(Retz.) P. Beauv.","3FA67089-8490-4D37-A32D-54241EBC2D0C","Sporobolus diandrus","(Retz.) P.Beauv.","Accepted","3FA67089-8490-4D37-A32D-54241EBC2D0C","Accepted","128843-3","6912FDA0-7BC7-4726-99AD-0A517BD21543","Sporobolus diandrus","(Retz.) P.Beauv.","Ess. Agrostogr.: 26 (1812)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Sporobolus","NULL","diandrus","NULL","NULL","NULL","NULL","Indian dropseed","Yes"
"1974","20100315154438-625053346.157074","Yes",18038,"Pinales","Pinaceae","Pinus","palustris",NA,"Pinus palustris","species",NA,NA,NA,NA,"longleaf pine","PINPAL","Tree","Perennial",FALSE,FALSE,NA,NA,NA,18038,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Pinus palustris","","D45C28E6-2D64-44F9-A933-C42CC524B783","Pinus palustris","Mill.","Accepted","D45C28E6-2D64-44F9-A933-C42CC524B783","Accepted","263186-1","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Pinus palustris","Mill.","Gard. Dict. ed. 8: n.° 14 (1768)","species","Viridiplantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","NULL","palustris","NULL","NULL","Endangered","A2cde","longleaf pine","Yes"
"1975","20100315154438-625705242.156982","Yes",502440,"Fabales","Fabaceae","Erythrina","variegata",NA,"Erythrina variegata","species",NA,NA,NA,NA,"tiger`s claw","ERYVAR2","Tree","Perennial",FALSE,FALSE,NA,NA,NA,502440,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Erythrina variegata","","4F5761EA-F2C0-4AD8-BC80-70780431BE96","Erythrina variegata","L.","Accepted","4F5761EA-F2C0-4AD8-BC80-70780431BE96","Accepted","494614-1","64139CAC-3146-471C-9296-F67D46D57897","Erythrina variegata","L.","Herb. Amb.: 122 (1754)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Erythrina","NULL","variegata","NULL","NULL","Least Concern","NULL","Indian coral tree","Yes"
"1976","20100315154438-625835657.119751","Yes",37162,"Asterales","Asteraceae","Cosmos","bipinnatus",NA,"Cosmos bipinnatus","species",NA,NA,NA,NA,"garden cosmos","COSBIP","Herb","Annual",FALSE,FALSE,NA,NA,NA,37162,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Cosmos bipinnatus","","4BBF615D-0172-4A97-AB69-D8841B6B85CF","Cosmos bipinnatus","Cav.","Accepted","4BBF615D-0172-4A97-AB69-D8841B6B85CF","Accepted","198320-1","7D7EE9C8-6434-42D7-9B29-700C66503E47","Cosmos bipinnatus","Cav.","Icon. 1: 10 (1791)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Cosmos","NULL","bipinnatus","NULL","NULL","NULL","NULL","common cosmos, mexican aster","Yes"
"1977","20100315154438-626110017.299652","Yes",19528,"Caryophyllales","Phytolaccaceae","Phytolacca","sandwicensis",NA,"Phytolacca sandwicensis","species","Endl.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i pokeweed","PHYSAN","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",19528,"HALE","pōpolo kū mai","Herb","Native","end",NA,NA,NA,NA,"Phytolacca sandwicensis","Endl.","5212E185-52D9-41E8-BDD7-33EE516E030D","Phytolacca sandwicensis","Endl.","Accepted","5212E185-52D9-41E8-BDD7-33EE516E030D","Accepted","676399-1","C59708DD-2CA1-49AF-9D31-9C2034B06573","Phytolacca sandwicensis","Endl.","Ann. Wiener Mus. Naturgesch. 1: 179 (1836)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Phytolaccaceae","Phytolacca","NULL","sandwicensis","NULL","NULL","NULL","NULL","pōpolo [popolo], pōpolo kū ma‘i, pōpolo kū mai [popolo ku mai]","Yes"
"1978","20100315154438-626110017.299652","Yes",19528,"Caryophyllales","Phytolaccaceae","Phytolacca","sandwicensis",NA,"Phytolacca sandwicensis","species","Endl.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i pokeweed","PHYSAN","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",19528,"HAVO","pōpolo kū mai","Herb","Native","end",NA,NA,NA,NA,"Phytolacca sandwicensis","Endl.","5212E185-52D9-41E8-BDD7-33EE516E030D","Phytolacca sandwicensis","Endl.","Accepted","5212E185-52D9-41E8-BDD7-33EE516E030D","Accepted","676399-1","C59708DD-2CA1-49AF-9D31-9C2034B06573","Phytolacca sandwicensis","Endl.","Ann. Wiener Mus. Naturgesch. 1: 179 (1836)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Phytolaccaceae","Phytolacca","NULL","sandwicensis","NULL","NULL","NULL","NULL","pōpolo [popolo], pōpolo kū ma‘i, pōpolo kū mai [popolo ku mai]","Yes"
"1979","20100315154438-626110017.299652","Yes",19528,"Caryophyllales","Phytolaccaceae","Phytolacca","sandwicensis",NA,"Phytolacca sandwicensis","species","Endl.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i pokeweed","PHYSAN","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",19528,"KALA","pōpolo kū mai","Herb","Native","end",NA,NA,NA,NA,"Phytolacca sandwicensis","Endl.","5212E185-52D9-41E8-BDD7-33EE516E030D","Phytolacca sandwicensis","Endl.","Accepted","5212E185-52D9-41E8-BDD7-33EE516E030D","Accepted","676399-1","C59708DD-2CA1-49AF-9D31-9C2034B06573","Phytolacca sandwicensis","Endl.","Ann. Wiener Mus. Naturgesch. 1: 179 (1836)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Phytolaccaceae","Phytolacca","NULL","sandwicensis","NULL","NULL","NULL","NULL","pōpolo [popolo], pōpolo kū ma‘i, pōpolo kū mai [popolo ku mai]","Yes"
"1980","20100315154438-626684129.238129","No",833201,"Scrophulariales","Oleaceae","Olea","europaea","ssp. cuspidata","Olea europaea ssp. cuspidata","subspecies","L.; (Wall. ex G. Don) Cif.","Olea europaea L. subsp. africana (P.Mill.) P.Green","Wagner et al. 2012","Green, 1994b; Lorence et al., 1995; Starr et al., 1999, 2010; Frohlich & Lau, 2010","russian olive","OLEEUR1","Tree","Perennial",FALSE,TRUE,2013-12-12 15:44:13,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",833201,"KAHO","olive","Tree","Non-Native","nat",NA,NA,NA,NA,"Olea europaea subsp. cuspidata","L.; (Wall. ex G. Don) Cif.","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Accepted","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Accepted","77190043-1","4342C616-68FD-4CA0-A64A-B4FF20DBB55A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Olivicoltore 19(5): 96 (1942)","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Oleaceae","Olea","NULL","europaea","cuspidata","NULL","NULL","NULL","NULL","Yes"
"1981","20100315154438-626684129.238129","No",833201,"Scrophulariales","Oleaceae","Olea","europaea","ssp. cuspidata","Olea europaea ssp. cuspidata","subspecies","L.; (Wall. ex G. Don) Cif.","Olea europaea L. subsp. africana (P.Mill.) P.Green","Wagner et al. 2012","Green, 1994b; Lorence et al., 1995; Starr et al., 1999, 2010; Frohlich & Lau, 2010","russian olive","OLEEUR1","Tree","Perennial",FALSE,TRUE,2013-12-12 15:44:13,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",833201,"HALE","olive","Tree","Non-Native","nat",NA,NA,NA,NA,"Olea europaea subsp. cuspidata","L.; (Wall. ex G. Don) Cif.","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Accepted","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Accepted","77190043-1","4342C616-68FD-4CA0-A64A-B4FF20DBB55A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Olivicoltore 19(5): 96 (1942)","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Oleaceae","Olea","NULL","europaea","cuspidata","NULL","NULL","NULL","NULL","Yes"
"1982","20100315154438-626684129.238129","No",833201,"Scrophulariales","Oleaceae","Olea","europaea","ssp. cuspidata","Olea europaea ssp. cuspidata","subspecies","L.; (Wall. ex G. Don) Cif.","Olea europaea L. subsp. africana (P.Mill.) P.Green","Wagner et al. 2012","Green, 1994b; Lorence et al., 1995; Starr et al., 1999, 2010; Frohlich & Lau, 2010","russian olive","OLEEUR1","Tree","Perennial",FALSE,TRUE,2013-12-12 15:44:13,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",833201,"HAVO","olive","Tree","Non-Native","nat",NA,NA,NA,NA,"Olea europaea subsp. cuspidata","L.; (Wall. ex G. Don) Cif.","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Accepted","6E86C93D-2597-4597-9E3D-512B2AF3EB5A","Accepted","77190043-1","4342C616-68FD-4CA0-A64A-B4FF20DBB55A","Olea europaea subsp. cuspidata","(Wall. ex G.Don) Cif.","Olivicoltore 19(5): 96 (1942)","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Oleaceae","Olea","NULL","europaea","cuspidata","NULL","NULL","NULL","NULL","Yes"
"1983","20100315154438-627798378.46756","Yes",39989,"Cyperales","Cyperaceae","Cyperus","sandwicensis",NA,"Cyperus sandwicensis","species","Kük.","Mariscus sandwicensis (Kük.) T.Koyama","Wagner et al. 2012","Strong & Wagner, 1997; Tucker, 1994","cliffs flatsedge","CYPSAN1","Sedge","Perennial",FALSE,TRUE,2013-12-12 15:38:12,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",39989,"HALE","Cyperus sandwicensis","Sedge","Native","end",NA,NA,NA,NA,"Cyperus sandwicensis","Kük.","7710E076-5A9D-439B-BD0C-42E4FFF1351B","Cyperus sandwicensis","Kük.","Accepted","7710E076-5A9D-439B-BD0C-42E4FFF1351B","Accepted","305840-1","DC46B635-CB39-4E7A-A3FE-971EEEA67CB1","Cyperus sandwicensis","Kük.","Repert. Spec. Nov. Regni Veg. 16: 430 (1920)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Cyperus","NULL","sandwicensis","NULL","NULL","NULL","NULL","NULL","Yes"
"1984","20100315154438-627798378.46756","Yes",39989,"Cyperales","Cyperaceae","Cyperus","sandwicensis",NA,"Cyperus sandwicensis","species","Kük.","Mariscus sandwicensis (Kük.) T.Koyama","Wagner et al. 2012","Strong & Wagner, 1997; Tucker, 1994","cliffs flatsedge","CYPSAN1","Sedge","Perennial",FALSE,TRUE,2013-12-12 15:38:12,"Kelly Kozar","Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",39989,"KALA","Cyperus sandwicensis","Sedge","Native","end",NA,NA,NA,NA,"Cyperus sandwicensis","Kük.","7710E076-5A9D-439B-BD0C-42E4FFF1351B","Cyperus sandwicensis","Kük.","Accepted","7710E076-5A9D-439B-BD0C-42E4FFF1351B","Accepted","305840-1","DC46B635-CB39-4E7A-A3FE-971EEEA67CB1","Cyperus sandwicensis","Kük.","Repert. Spec. Nov. Regni Veg. 16: 430 (1920)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Cyperus","NULL","sandwicensis","NULL","NULL","NULL","NULL","NULL","Yes"
"1985","20100315154438-628584206.104279","Yes",501854,"Solanales","Convolvulaceae","Cuscuta","sandwichiana",NA,"Cuscuta sandwichiana","species","Choisy",NA,"Wagner et al. 2012","Herbarium Pacificum Staff, 1997","kauno‘a, kauna‘oa kahakai, kaunaoa","CUSSAN","Vine","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",501854,"KALA","kauna‘oa","Vine","Native","end",NA,NA,NA,NA,"Cuscuta sandwichiana","Choisy","F9891D5D-7EBC-4F2F-8F4A-C1C0459763EC","Cuscuta sandwichiana","Choisy","Accepted","F9891D5D-7EBC-4F2F-8F4A-C1C0459763EC","Accepted","267647-1","B7E4B68B-49AA-42D1-9294-E9AE0B36C466","Cuscuta sandwichiana","Choisy","Mém. Soc. Phys. Genève 9: 280 (1841 publ. 1842)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Solanales","Convolvulaceae","Cuscuta","NULL","sandwichiana","NULL","NULL","NULL","NULL","kauna‘oa [kaunaoa], kauna‘oa kahakai [kaunaoa kahakai], kauna‘oa lei [kaunaoa lei], kauno‘a, pōlolo [pololo]","Yes"
"1986","20100315154438-628584206.104279","Yes",501854,"Solanales","Convolvulaceae","Cuscuta","sandwichiana",NA,"Cuscuta sandwichiana","species","Choisy",NA,"Wagner et al. 2012","Herbarium Pacificum Staff, 1997","kauno‘a, kauna‘oa kahakai, kaunaoa","CUSSAN","Vine","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",501854,"HAVO","kauna‘oa","Vine","Native","end",NA,NA,NA,NA,"Cuscuta sandwichiana","Choisy","F9891D5D-7EBC-4F2F-8F4A-C1C0459763EC","Cuscuta sandwichiana","Choisy","Accepted","F9891D5D-7EBC-4F2F-8F4A-C1C0459763EC","Accepted","267647-1","B7E4B68B-49AA-42D1-9294-E9AE0B36C466","Cuscuta sandwichiana","Choisy","Mém. Soc. Phys. Genève 9: 280 (1841 publ. 1842)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Solanales","Convolvulaceae","Cuscuta","NULL","sandwichiana","NULL","NULL","NULL","NULL","kauna‘oa [kaunaoa], kauna‘oa kahakai [kaunaoa kahakai], kauna‘oa lei [kaunaoa lei], kauno‘a, pōlolo [pololo]","Yes"
